day_id,city_id,temperature_celsius,condition_text,wind_kph,wind_degree,pressure_mb,precip_mm,humidity,cloud,feels_like_celsius,visibility_km,uv_index,gust_kph,air_quality_us-epa-index,sunrise,sunset
D0769,C030,25.0,,15.1,250,1013.0,0.0,100,25,27.5,10.0,1.0,18.0,1,06:17 AM,06:26 PM
D0770,C030,24.7,Cloudy and Overcast,11.5,254,1014.0,0.0,89,68,27.2,10.0,1.0,14.0,1,06:17 AM,06:25 PM
D0771,C030,28.0,,16.9,250,1009.0,0.0,89,75,32.7,10.0,7.0,12.6,1,06:16 AM,06:24 PM
D0772,C030,26.0,,13.0,260,1012.0,0.0,89,25,29.3,10.0,1.0,18.0,1,06:16 AM,06:24 PM
D0773,C030,25.0,,6.8,260,1014.0,0.1,100,50,27.6,10.0,1.0,20.5,1,06:16 AM,06:24 PM
D0774,C030,26.0,,6.1,190,1014.0,0.0,94,25,29.2,10.0,1.0,12.6,1,06:16 AM,06:24 PM
D0775,C030,26.0,,6.8,270,1014.0,0.02,94,75,29.0,10.0,1.0,16.2,1,06:15 AM,06:23 PM
D0776,C030,26.0,,15.1,250,1012.0,0.0,89,25,29.2,10.0,1.0,8.0,1,06:15 AM,06:23 PM
D0777,C030,25.0,,13.0,240,1013.0,0.0,100,75,27.4,10.0,1.0,12.3,1,06:15 AM,06:22 PM
D0778,C030,25.0,,9.0,250,1013.0,0.17,100,50,27.7,10.0,1.0,6.2,1,06:15 AM,06:22 PM
D0779,C030,25.0,Light Rain with Thunder,6.8,340,1013.0,6.1,100,75,27.9,8.0,1.0,2.6,1,06:14 AM,06:21 PM
D0780,C030,26.0,,11.2,250,1013.0,0.19,94,50,29.3,10.0,1.0,21.2,1,06:14 AM,06:21 PM
D0781,C031,19.0,,16.9,210,1010.0,0.0,73,50,19.0,10.0,5.0,20.9,1,06:09 AM,08:33 PM
D0782,C031,14.0,,11.2,70,1008.0,0.1,94,25,12.7,10.0,1.0,28.8,1,06:12 AM,08:30 PM
D0783,C031,18.0,,6.8,190,1002.0,0.0,100,75,18.0,10.0,1.0,14.0,1,06:12 AM,08:30 PM
D0784,C031,14.0,Mist or Fog,6.8,160,1005.0,0.0,100,60,13.9,0.2,1.0,11.2,1,06:14 AM,08:27 PM
D0785,C031,10.0,,11.2,100,1010.0,0.0,94,0,7.9,10.0,1.0,29.2,1,06:16 AM,08:24 PM
D0786,C031,12.0,,15.1,200,1014.0,0.0,94,25,10.7,10.0,1.0,23.4,1,06:19 AM,08:21 PM
D0787,C031,12.0,,6.1,230,1020.0,0.0,100,0,10.9,10.0,1.0,20.2,1,06:21 AM,08:18 PM
D0788,C031,15.0,,15.1,210,1020.0,0.0,94,75,13.7,10.0,1.0,34.2,1,06:23 AM,08:15 PM
D0789,C031,14.0,Partly Cloudy,13.0,320,1017.0,0.0,72,25,12.4,10.0,1.0,30.2,1,06:25 AM,08:12 PM
D0790,C031,14.0,,3.6,323,1027.0,0.0,72,0,13.6,10.0,1.0,16.2,1,06:28 AM,08:09 PM
D0791,C031,13.0,,6.8,220,1024.0,0.0,88,25,11.5,10.0,1.0,28.4,1,06:30 AM,08:07 PM
D0792,C031,12.0,Mist or Fog,4.0,100,1021.0,0.0,100,60,11.4,0.6,1.0,15.5,1,06:32 AM,08:04 PM
D0793,C031,14.0,,6.8,160,1020.0,0.0,100,0,13.1,10.0,1.0,26.6,1,06:35 AM,08:01 PM
D0794,C031,15.0,,3.6,10,1015.0,0.0,94,25,14.4,10.0,1.0,24.8,2,06:37 AM,07:58 PM
D0795,C031,16.0,Partly Cloudy,6.8,170,1013.0,0.0,94,25,16.0,10.0,1.0,24.1,2,06:39 AM,07:55 PM
D0796,C031,16.0,,11.2,200,1011.0,0.0,94,0,16.0,9.0,1.0,26.6,2,06:42 AM,07:52 PM
D0797,C031,16.0,,15.1,330,1017.0,0.0,59,25,16.0,10.0,5.0,11.5,1,06:46 AM,07:46 PM
D0798,C031,13.0,,3.6,345,1020.0,0.0,72,0,12.0,10.0,1.0,21.2,1,06:46 AM,07:46 PM
D0799,C031,10.0,,6.8,180,1026.0,0.0,87,0,7.9,10.0,1.0,29.2,1,06:48 AM,07:43 PM
D0800,C031,11.0,,11.2,180,1020.0,0.0,87,0,8.7,10.0,1.0,37.1,1,06:51 AM,07:40 PM
D0801,C031,11.0,,3.6,2,1022.0,0.0,76,25,9.3,10.0,1.0,24.2,1,06:53 AM,07:37 PM
D0802,C031,7.0,,13.0,110,1013.0,0.0,93,0,3.7,10.0,1.0,37.3,1,06:55 AM,07:34 PM
D0803,C031,14.0,,16.9,200,1000.0,0.01,88,50,11.9,10.0,1.0,42.3,1,06:58 AM,07:31 PM
D0804,C031,16.0,,20.2,210,1007.0,0.0,94,75,16.0,10.0,1.0,34.1,1,07:00 AM,07:28 PM
D0805,C031,15.0,,11.2,140,1012.0,0.0,88,0,13.9,10.0,1.0,34.7,1,07:02 AM,07:25 PM
D0806,C031,19.0,Clear and Sunny,15.1,150,1006.0,0.0,78,0,19.0,10.0,1.0,45.3,1,07:05 AM,07:22 PM
D0807,C032,17.0,,13.0,180,1027.0,2.7,83,50,17.0,10.0,3.0,4.3,2,06:17 AM,06:35 PM
D0808,C032,14.0,Mist or Fog,15.1,250,1026.0,0.0,100,75,14.7,7.0,1.0,4.7,1,06:17 AM,06:35 PM
D0809,C032,13.0,Moderate to Heavy Rain,9.0,270,1027.0,0.1,100,75,13.6,10.0,1.0,5.0,5,06:17 AM,06:35 PM
D0810,C032,11.8,,3.6,336,1017.0,0.1,83,71,12.4,10.0,1.0,6.8,4,06:16 AM,06:34 PM
D0811,C032,14.0,,4.0,280,1026.0,0.0,82,25,14.6,10.0,1.0,8.3,5,06:16 AM,06:34 PM
D0812,C032,12.0,,5.4,17,1016.0,0.0,80,10,12.0,10.0,1.0,11.2,4,06:16 AM,06:33 PM
D0813,C032,16.0,,6.8,20,1024.0,0.0,68,50,16.0,10.0,1.0,12.2,2,06:16 AM,06:33 PM
D0814,C032,15.0,Partly Cloudy,11.2,210,1025.0,0.2,88,50,15.8,10.0,1.0,2.5,3,06:16 AM,06:32 PM
D0815,C032,15.0,Partly Cloudy,3.6,335,1025.0,0.1,88,75,15.5,10.0,1.0,9.4,2,06:16 AM,06:31 PM
D0816,C032,12.2,,6.8,343,1016.0,0.0,81,14,11.8,10.0,1.0,14.4,2,06:16 AM,06:31 PM
D0817,C032,14.0,,9.0,300,1026.0,0.2,94,37,14.7,10.0,1.0,6.8,4,06:16 AM,06:30 PM
D0818,C032,14.0,,6.8,10,1026.0,0.0,94,75,14.6,10.0,1.0,7.6,4,06:16 AM,06:30 PM
D0819,C032,14.0,,3.6,71,1016.0,0.0,80,17,14.7,10.0,1.0,6.8,2,06:16 AM,06:29 PM
D0820,C032,15.0,,6.8,180,1026.0,2.3,100,75,15.8,10.0,1.0,4.3,4,06:16 AM,06:28 PM
D0821,C032,12.7,,4.0,150,1016.0,0.0,92,23,13.1,10.0,1.0,7.2,4,06:15 AM,06:28 PM
D0822,C032,15.0,,11.2,190,1018.0,0.0,94,75,15.8,10.0,1.0,4.0,2,06:15 AM,06:27 PM
D0823,C032,17.0,,6.8,290,1023.0,0.0,88,75,17.0,8.0,4.0,3.6,2,06:15 AM,06:26 PM
D0824,C032,16.0,,3.6,10,1026.0,0.1,100,75,16.0,10.0,1.0,5.0,4,06:15 AM,06:26 PM
D0825,C032,14.0,Partly Cloudy,3.6,167,1026.0,0.1,100,75,14.7,10.0,1.0,1.4,3,06:15 AM,06:25 PM
D0826,C032,13.0,,5.0,70,1017.0,0.1,83,73,13.2,10.0,1.0,10.1,5,06:15 AM,06:25 PM
D0827,C032,17.0,,3.6,75,1025.0,0.06,72,50,17.0,10.0,1.0,10.7,1,06:15 AM,06:24 PM
D0828,C032,15.0,Thunderstorms,13.0,60,1026.0,0.0,100,75,15.5,10.0,1.0,9.6,4,06:15 AM,06:24 PM
D0829,C032,14.0,,11.2,310,1026.0,0.0,100,50,14.3,10.0,1.0,10.6,4,06:15 AM,06:23 PM
D0830,C032,15.0,,3.6,10,1025.0,0.0,82,50,15.3,10.0,1.0,12.1,4,06:14 AM,06:22 PM
D0831,C032,16.0,,6.1,320,1025.0,0.02,88,50,16.0,10.0,1.0,9.1,5,06:14 AM,06:22 PM
D0832,C032,16.0,,6.8,300,1025.0,0.0,77,50,16.0,10.0,1.0,15.1,4,06:14 AM,06:21 PM
D0833,C033,20.0,,19.1,230,1009.0,0.0,64,50,20.0,10.0,5.0,22.0,1,06:06 AM,08:34 PM
D0834,C033,12.0,,9.0,40,1010.0,0.0,100,75,10.5,10.0,1.0,23.8,1,06:09 AM,08:31 PM
D0835,C033,18.0,,6.8,80,1002.0,0.0,100,100,18.0,7.0,1.0,10.4,1,06:09 AM,08:31 PM
D0836,C033,16.0,,6.8,170,1004.0,0.0,94,75,16.0,10.0,1.0,13.7,1,06:11 AM,08:28 PM
D0837,C033,12.0,,6.8,50,1011.0,0.1,94,25,11.0,10.0,1.0,20.2,1,06:14 AM,08:25 PM
D0838,C033,13.0,,9.0,180,1013.0,0.2,94,0,11.7,10.0,1.0,24.1,1,06:16 AM,08:22 PM
D0839,C033,8.0,,3.6,256,1019.0,0.0,100,25,6.2,10.0,1.0,19.4,1,06:18 AM,08:19 PM
D0840,C033,16.0,,13.0,210,1018.0,0.0,88,75,16.0,10.0,1.0,33.8,1,06:21 AM,08:16 PM
D0841,C033,10.0,,13.0,270,1016.0,0.0,94,0,7.5,10.0,1.0,29.2,1,06:23 AM,08:13 PM
D0842,C033,7.0,,6.1,290,1027.0,0.0,100,0,4.8,10.0,1.0,20.9,1,06:25 AM,08:10 PM
D0843,C033,14.0,,13.0,230,1023.0,0.0,94,25,12.9,10.0,1.0,24.5,1,06:28 AM,08:07 PM
D0844,C033,13.0,Mist or Fog,3.6,10,1021.0,0.0,100,0,12.8,9.0,1.0,12.2,2,06:30 AM,08:04 PM
D0845,C033,15.0,,6.8,140,1020.0,0.0,94,75,14.7,10.0,1.0,18.0,1,06:33 AM,08:01 PM
D0846,C033,16.0,Mist or Fog,9.0,210,1015.0,0.0,100,75,16.0,0.9,1.0,17.6,2,06:35 AM,07:58 PM
D0847,C033,14.0,Mist or Fog,6.1,140,1013.0,0.0,100,0,13.6,5.0,1.0,17.6,2,06:37 AM,07:55 PM
D0848,C033,18.0,Rain Showers,15.1,190,1010.0,0.0,94,75,18.0,9.0,1.0,23.8,2,06:40 AM,07:52 PM
D0849,C033,15.0,,16.9,320,1017.0,0.0,55,25,14.7,10.0,5.0,14.0,1,06:44 AM,07:46 PM
D0850,C033,9.0,,6.8,350,1020.0,0.0,93,0,7.1,10.0,1.0,24.5,1,06:44 AM,07:46 PM
D0851,C033,14.0,,13.0,180,1024.0,0.0,82,50,12.6,10.0,1.0,29.9,1,06:47 AM,07:43 PM
D0852,C033,15.0,,22.0,200,1019.0,0.0,82,75,13.7,10.0,1.0,32.4,1,06:49 AM,07:40 PM
D0853,C033,6.0,,6.8,300,1022.0,0.0,93,0,3.4,10.0,1.0,23.8,1,06:52 AM,07:37 PM
D0854,C033,6.0,,6.8,80,1015.0,0.0,93,25,2.7,10.0,1.0,30.8,1,06:54 AM,07:34 PM
D0855,C033,14.0,,22.0,220,998.0,0.02,77,0,11.8,10.0,1.0,47.9,1,06:56 AM,07:31 PM
D0856,C033,16.0,Partly Cloudy,16.9,190,1005.0,0.0,94,75,16.0,10.0,1.0,39.1,1,06:59 AM,07:28 PM
D0857,C033,16.0,,16.9,150,1012.0,0.0,88,0,16.0,10.0,1.0,32.7,1,07:01 AM,07:25 PM
D0858,C033,20.0,,25.9,160,1006.0,0.0,73,25,20.0,10.0,1.0,43.8,1,07:04 AM,07:22 PM
D0859,C034,18.0,Partly Cloudy,11.2,240,1014.0,0.0,64,25,18.0,10.0,6.0,7.9,1,07:03 AM,08:40 PM
D0860,C034,14.0,,3.6,10,1010.0,0.0,88,100,13.6,10.0,1.0,13.7,1,07:04 AM,08:38 PM
D0861,C034,14.0,Cloudy and Overcast,3.6,10,1012.0,0.0,72,100,13.8,10.0,1.0,12.6,1,07:04 AM,08:38 PM
D0862,C034,18.0,Partly Cloudy,9.0,200,1013.0,1.9,94,75,18.0,10.0,1.0,17.3,1,07:06 AM,08:36 PM
D0863,C034,18.0,,6.1,30,1015.0,0.0,88,75,18.0,10.0,1.0,6.5,4,07:07 AM,08:33 PM
D0864,C034,21.0,,9.0,360,1023.0,0.0,78,0,21.0,10.0,1.0,18.7,1,07:08 AM,08:31 PM
D0865,C034,21.0,,9.0,20,1024.0,0.0,83,0,21.0,10.0,1.0,17.6,1,07:10 AM,08:29 PM
D0866,C034,21.0,Clear and Sunny,6.1,50,1016.0,0.0,64,0,21.0,10.0,1.0,19.8,1,07:11 AM,08:27 PM
D0867,C034,21.0,Clear and Sunny,6.8,360,1017.0,0.0,78,0,21.0,10.0,1.0,8.3,4,07:13 AM,08:25 PM
D0868,C034,21.0,Clear and Sunny,3.6,54,1017.0,0.0,69,0,21.0,10.0,1.0,14.8,2,07:14 AM,08:23 PM
D0869,C034,21.0,,6.1,340,1016.0,0.0,78,0,21.0,10.0,1.0,10.4,6,07:16 AM,08:21 PM
D0870,C034,24.0,Clear and Sunny,11.2,60,1016.0,0.0,61,0,25.0,10.0,1.0,10.8,2,07:17 AM,08:19 PM
D0871,C034,25.0,,6.1,170,1016.0,0.0,51,0,25.5,10.0,1.0,22.3,4,07:18 AM,08:17 PM
D0872,C034,23.0,,3.6,10,1015.0,0.0,69,0,24.7,10.0,1.0,11.5,2,07:20 AM,08:15 PM
D0873,C034,21.0,,9.0,350,1014.0,0.0,78,37,21.0,10.0,1.0,15.5,2,07:21 AM,08:13 PM
D0874,C034,18.0,Mist or Fog,4.0,220,1016.0,0.0,100,75,18.0,6.0,1.0,11.5,1,07:23 AM,08:11 PM
D0875,C034,25.0,,3.6,78,1019.0,0.0,54,75,25.0,10.0,7.0,6.5,2,07:26 AM,08:06 PM
D0876,C034,19.0,Clear and Sunny,3.6,10,1018.0,0.0,68,0,19.0,10.0,1.0,11.9,2,07:26 AM,08:06 PM
D0877,C034,19.0,,6.1,40,1012.0,0.0,68,0,19.0,10.0,1.0,13.3,1,07:27 AM,08:04 PM
D0878,C034,19.0,Clear and Sunny,9.0,50,1012.0,0.0,88,0,19.0,10.0,1.0,7.2,1,07:28 AM,08:02 PM
D0879,C034,19.0,,11.2,20,1007.0,0.0,94,62,19.0,10.0,1.0,12.3,1,07:30 AM,08:00 PM
D0880,C034,16.0,,13.0,250,1012.0,0.0,77,0,16.0,10.0,1.0,18.5,1,07:31 AM,07:58 PM
D0881,C034,20.0,Partly Cloudy,15.1,210,1013.0,0.0,73,75,20.0,10.0,1.0,22.6,1,07:33 AM,07:56 PM
D0882,C034,20.0,,16.9,200,1002.0,0.0,73,0,20.0,10.0,1.0,28.6,1,07:34 AM,07:54 PM
D0883,C034,15.0,Cloudy and Overcast,24.1,190,1000.0,0.0,77,100,13.9,10.0,1.0,25.7,1,07:35 AM,07:52 PM
D0884,C034,12.0,Partly Cloudy,6.1,210,1011.0,0.0,82,75,10.7,10.0,1.0,19.8,1,07:37 AM,07:50 PM
D0885,C035,27.0,,8.3,187,1016.0,0.2,74,56,29.6,10.0,6.0,9.7,1,06:19 AM,06:27 PM
D0886,C035,25.0,,13.0,220,1013.0,0.0,94,50,27.6,10.0,1.0,18.0,1,06:19 AM,06:26 PM
D0887,C035,25.0,,15.1,210,1015.0,0.2,89,50,27.6,10.0,1.0,18.7,1,06:19 AM,06:26 PM
D0888,C035,24.6,,9.7,235,1014.0,0.0,86,43,26.9,10.0,1.0,13.7,1,06:19 AM,06:26 PM
D0889,C035,26.0,,13.0,210,1014.0,0.0,84,75,28.6,10.0,1.0,20.2,1,06:19 AM,06:26 PM
D0890,C035,26.0,,15.1,220,1013.0,0.0,84,50,28.8,10.0,1.0,27.0,1,06:18 AM,06:25 PM
D0891,C035,26.0,,13.0,210,1014.0,0.0,84,50,29.1,10.0,1.0,13.7,1,06:18 AM,06:25 PM
D0892,C035,24.0,,15.1,160,1014.0,0.6,94,50,26.2,9.0,1.0,16.6,1,06:18 AM,06:25 PM
D0893,C035,25.0,,13.0,230,1014.0,0.0,89,50,27.6,10.0,1.0,16.6,1,06:17 AM,06:24 PM
D0894,C035,26.0,Partly Cloudy,11.2,220,1014.0,0.0,84,50,29.1,10.0,1.0,16.6,1,06:17 AM,06:24 PM
D0895,C035,25.0,,15.1,190,1013.0,0.1,89,75,27.4,10.0,1.0,24.8,1,06:17 AM,06:24 PM
D0896,C035,26.0,,19.1,220,1015.0,0.1,84,100,28.9,10.0,1.0,23.4,1,06:16 AM,06:23 PM
D0897,C035,26.0,,9.0,240,1015.0,0.0,84,50,29.0,10.0,1.0,17.6,1,06:16 AM,06:23 PM
D0898,C035,26.0,,11.2,230,1015.0,0.0,89,100,29.0,10.0,1.0,22.3,1,06:16 AM,06:22 PM
D0899,C035,25.0,,16.9,190,1013.0,0.0,89,75,27.4,10.0,1.0,27.4,1,06:15 AM,06:22 PM
D0900,C035,25.0,,13.0,170,1012.0,0.0,89,75,27.3,10.0,1.0,18.7,1,06:15 AM,06:22 PM
D0901,C035,26.0,Partly Cloudy,11.2,240,1009.0,0.0,84,75,27.9,9.0,7.0,12.2,1,06:14 AM,06:21 PM
D0902,C035,26.0,,11.2,210,1012.0,0.0,89,75,28.9,10.0,1.0,19.4,1,06:14 AM,06:21 PM
D0903,C035,26.0,,13.0,230,1012.0,0.0,89,50,29.0,10.0,1.0,27.7,1,06:14 AM,06:21 PM
D0904,C035,26.0,,13.0,190,1013.0,0.0,84,75,29.0,10.0,1.0,18.0,1,06:14 AM,06:20 PM
D0905,C035,27.0,,15.1,250,1013.0,0.0,79,75,30.6,10.0,1.0,16.4,1,06:13 AM,06:20 PM
D0906,C035,27.0,Partly Cloudy,15.1,230,1013.0,0.0,84,50,30.8,10.0,1.0,10.9,1,06:13 AM,06:20 PM
D0907,C035,27.0,,13.0,210,1013.0,0.08,89,50,31.0,10.0,1.0,18.8,1,06:13 AM,06:19 PM
D0908,C035,27.0,Partly Cloudy,13.0,230,1012.0,0.0,89,50,30.9,10.0,1.0,14.1,1,06:12 AM,06:19 PM
D0909,C035,27.0,,11.2,240,1011.0,0.03,84,50,30.9,10.0,1.0,18.1,1,06:12 AM,06:18 PM
D0910,C035,26.0,,13.0,220,1012.0,0.48,89,50,29.2,10.0,1.0,21.0,1,06:12 AM,06:18 PM
D0911,C036,30.0,,13.0,160,1005.0,0.0,43,0,30.2,10.0,7.0,9.0,1,06:23 AM,07:40 PM
D0912,C036,20.0,,6.1,30,1013.0,0.1,83,0,20.0,10.0,1.0,5.8,1,06:24 AM,07:39 PM
D0913,C036,19.0,,3.6,10,1018.0,0.0,83,0,19.0,10.0,1.0,4.7,1,06:24 AM,07:39 PM
D0914,C036,23.0,,3.6,10,1017.0,0.0,69,50,24.9,10.0,1.0,1.4,1,06:25 AM,07:37 PM
D0915,C036,24.0,,13.0,50,1016.0,0.0,74,37,25.5,10.0,1.0,10.1,2,06:26 AM,07:35 PM
D0916,C036,21.0,Thunderstorms,3.6,10,1017.0,0.2,88,100,21.0,10.0,1.0,7.2,1,06:27 AM,07:34 PM
D0917,C036,23.0,,13.0,80,1015.0,0.2,65,75,25.0,10.0,1.0,9.0,1,06:28 AM,07:32 PM
D0918,C036,20.0,Partly Cloudy,11.2,330,1015.0,0.0,83,75,20.0,10.0,1.0,4.7,2,06:29 AM,07:30 PM
D0919,C036,22.0,,16.9,330,1014.0,0.0,73,0,24.2,10.0,1.0,10.8,1,06:30 AM,07:29 PM
D0920,C036,23.0,,31.0,320,1013.0,0.0,73,0,25.1,10.0,1.0,18.4,1,06:31 AM,07:27 PM
D0921,C036,23.0,,28.1,320,1014.0,0.9,69,75,25.2,10.0,1.0,2.9,1,06:32 AM,07:25 PM
D0922,C036,18.0,Cloudy and Overcast,3.6,340,1014.0,1.3,100,100,18.0,9.0,1.0,3.6,1,06:33 AM,07:23 PM
D0923,C036,17.0,,33.1,340,1011.0,0.0,68,0,17.0,10.0,1.0,18.7,1,06:34 AM,07:22 PM
D0924,C036,16.0,Clear and Sunny,33.1,320,1016.0,0.0,63,0,16.0,10.0,1.0,16.2,1,06:35 AM,07:20 PM
D0925,C036,14.0,,3.6,10,1016.0,0.0,100,100,14.4,10.0,1.0,5.4,1,06:36 AM,07:18 PM
D0926,C036,14.0,,3.6,349,1018.0,0.0,94,0,14.7,10.0,1.0,1.4,1,06:37 AM,07:17 PM
D0927,C036,24.0,,6.8,170,1017.0,0.0,39,0,24.4,10.0,6.0,6.5,1,06:39 AM,07:13 PM
D0928,C036,17.0,,16.9,330,1020.0,0.0,72,0,17.0,10.0,1.0,8.6,1,06:39 AM,07:13 PM
D0929,C036,17.0,,6.1,340,1020.0,0.0,77,50,17.0,10.0,1.0,2.5,2,06:40 AM,07:11 PM
D0930,C036,19.0,,33.1,310,1018.0,0.0,64,25,19.0,10.0,1.0,14.0,1,06:41 AM,07:10 PM
D0931,C036,18.0,,19.1,320,1016.0,0.14,73,0,18.0,10.0,1.0,12.0,1,06:42 AM,07:08 PM
D0932,C036,15.0,Light Precipitation,11.2,120,1023.0,0.09,94,100,15.2,5.0,1.0,8.5,1,06:43 AM,07:06 PM
D0933,C036,15.0,Partly Cloudy,3.6,10,1025.0,0.02,82,25,15.3,10.0,1.0,6.2,1,06:44 AM,07:04 PM
D0934,C036,17.0,,6.1,290,1023.0,0.0,77,100,17.0,10.0,1.0,4.6,2,06:46 AM,07:03 PM
D0935,C036,19.0,Cloudy and Overcast,13.0,50,1023.0,0.08,73,100,19.0,10.0,1.0,5.0,2,06:47 AM,07:01 PM
D0936,C036,21.0,,9.0,60,1024.0,0.01,69,100,21.0,10.0,1.0,4.1,2,06:48 AM,06:59 PM
D0937,C037,16.0,Light Precipitation,15.1,10,1009.0,0.3,82,75,16.0,10.0,3.0,14.4,1,06:11 AM,08:02 PM
D0938,C037,14.0,,9.0,280,1008.0,0.0,94,0,14.1,10.0,1.0,9.7,1,06:13 AM,08:00 PM
D0939,C037,14.0,,6.8,170,1005.0,0.3,88,0,13.3,10.0,1.0,15.8,1,06:13 AM,08:00 PM
D0940,C037,12.0,,16.9,220,1012.0,0.0,88,0,10.6,10.0,1.0,20.9,1,06:15 AM,07:58 PM
D0941,C037,12.0,,4.0,110,1016.0,0.0,94,0,12.0,10.0,1.0,9.4,1,06:16 AM,07:55 PM
D0942,C037,15.0,Clear and Sunny,4.0,250,1023.0,0.0,88,0,15.2,10.0,1.0,12.2,1,06:18 AM,07:53 PM
D0943,C037,13.0,,6.8,250,1028.0,0.0,88,0,12.9,10.0,1.0,11.2,1,06:20 AM,07:51 PM
D0944,C037,15.0,Clear and Sunny,6.1,130,1026.0,0.0,88,0,15.0,10.0,1.0,14.0,2,06:21 AM,07:49 PM
D0945,C037,15.0,,6.8,80,1022.0,0.0,94,0,15.1,10.0,1.0,13.7,1,06:23 AM,07:46 PM
D0946,C037,17.0,,9.0,80,1024.0,0.0,83,0,17.0,10.0,1.0,16.9,2,06:25 AM,07:44 PM
D0947,C037,17.0,,13.0,80,1023.0,0.0,72,0,17.0,10.0,1.0,21.2,1,06:26 AM,07:42 PM
D0948,C037,18.0,Clear and Sunny,6.1,110,1019.0,0.0,73,0,18.0,10.0,1.0,17.3,2,06:28 AM,07:39 PM
D0949,C037,17.0,,6.1,80,1017.0,0.0,77,0,17.0,10.0,1.0,14.4,2,06:30 AM,07:37 PM
D0950,C037,17.0,,3.6,17,1016.0,0.0,77,0,17.0,10.0,1.0,9.7,2,06:31 AM,07:35 PM
D0951,C037,17.0,,4.0,120,1012.0,0.0,83,0,17.0,10.0,1.0,7.6,3,06:33 AM,07:32 PM
D0952,C037,20.0,,6.1,40,1012.0,3.6,73,0,20.0,10.0,1.0,18.0,3,06:35 AM,07:30 PM
D0953,C037,21.0,,11.2,310,1022.0,0.0,43,25,21.0,10.0,6.0,10.1,1,06:38 AM,07:25 PM
D0954,C037,10.0,,3.6,20,1023.0,0.0,87,0,9.2,10.0,1.0,12.6,1,06:38 AM,07:25 PM
D0955,C037,14.0,Clear and Sunny,13.0,90,1020.0,0.0,82,0,13.1,10.0,1.0,23.4,1,06:40 AM,07:23 PM
D0956,C037,15.0,,4.0,110,1015.0,0.0,88,0,15.8,10.0,1.0,7.6,2,06:41 AM,07:20 PM
D0957,C037,18.0,,6.8,100,1014.0,0.0,77,0,18.0,10.0,1.0,24.5,2,06:43 AM,07:18 PM
D0958,C037,18.0,Clear and Sunny,19.1,190,1007.0,0.0,88,0,18.0,10.0,1.0,20.8,2,06:45 AM,07:15 PM
D0959,C037,16.0,,19.1,210,1011.0,0.0,59,0,16.0,10.0,1.0,26.6,1,06:47 AM,07:13 PM
D0960,C037,16.0,,9.0,120,1008.0,0.0,72,0,16.0,10.0,1.0,18.9,1,06:48 AM,07:11 PM
D0961,C037,19.0,,11.2,120,998.0,0.06,73,0,19.0,10.0,1.0,21.6,1,06:50 AM,07:08 PM
D0962,C037,15.0,Clear and Sunny,11.2,160,1006.0,0.0,88,0,14.7,10.0,1.0,15.4,1,06:52 AM,07:06 PM
D0963,C038,26.0,,11.2,240,1017.0,0.0,89,100,28.4,10.0,7.0,18.4,1,05:55 AM,06:09 PM
D0964,C038,26.0,,16.9,240,1014.0,0.0,89,75,29.4,10.0,1.0,22.7,1,05:55 AM,06:08 PM
D0965,C038,26.0,,15.1,220,1014.0,0.5,89,100,29.5,10.0,1.0,29.9,1,05:55 AM,06:08 PM
D0966,C038,26.0,,16.9,210,1015.0,0.0,89,75,29.3,10.0,1.0,21.2,1,05:55 AM,06:08 PM
D0967,C038,26.0,,20.2,220,1014.0,0.0,89,75,29.3,10.0,1.0,26.3,1,05:55 AM,06:07 PM
D0968,C038,24.0,,15.1,240,1013.0,0.6,100,75,26.2,10.0,1.0,31.3,1,05:54 AM,06:07 PM
D0969,C038,25.0,,13.0,220,1016.0,0.0,94,50,27.6,10.0,1.0,21.2,1,05:54 AM,06:06 PM
D0970,C038,25.0,Cloudy and Overcast,16.9,220,1014.0,0.0,94,100,27.7,10.0,1.0,22.0,1,05:54 AM,06:06 PM
D0971,C038,25.0,,15.1,220,1014.0,0.1,89,0,27.6,10.0,1.0,19.4,1,05:54 AM,06:05 PM
D0972,C038,25.0,,20.2,210,1014.0,0.0,94,75,27.5,10.0,1.0,21.2,1,05:54 AM,06:05 PM
D0973,C038,26.0,,19.1,230,1014.0,0.0,89,25,29.3,10.0,1.0,26.3,1,05:53 AM,06:05 PM
D0974,C038,26.0,,29.9,210,1014.0,0.0,89,100,29.3,10.0,1.0,31.0,1,05:53 AM,06:04 PM
D0975,C038,25.0,,13.0,240,1015.0,0.0,94,75,27.5,10.0,1.0,14.4,1,05:53 AM,06:04 PM
D0976,C038,25.0,,20.2,220,1015.0,0.0,94,50,27.4,10.0,1.0,23.0,1,05:53 AM,06:03 PM
D0977,C038,26.0,,22.0,230,1013.0,0.0,89,75,29.2,10.0,1.0,28.8,1,05:53 AM,06:03 PM
D0978,C038,22.0,,9.0,280,1012.0,0.0,100,75,24.5,5.0,1.0,31.0,1,05:52 AM,06:02 PM
D0979,C038,28.0,,20.2,190,1010.0,0.0,79,25,31.7,10.0,7.0,23.8,1,05:52 AM,06:01 PM
D0980,C038,25.0,,13.0,240,1013.0,0.0,94,25,27.5,10.0,1.0,24.1,1,05:52 AM,06:01 PM
D0981,C038,25.0,,20.2,230,1013.0,0.0,89,75,27.9,10.0,1.0,26.3,1,05:52 AM,06:01 PM
D0982,C038,25.0,,16.9,220,1013.0,0.0,94,75,27.6,10.0,1.0,24.5,1,05:52 AM,06:00 PM
